 title , comment , username , date  , rating 
A dump,I will never stay at this dump again. Outside of Wolfgang Pucks being excellent and the front desk girl was superb at checking its a dump from there. Worst gaming EVERRRR. Drink service HORRIBLE. DUMP.,914corys,October 2018,1.0
"Good restaurant selection, comfortable room, check in is slow if you don't do pre check in.","Came here for a business convention and stayed at the hotel. I like the selection of restaurants and I tried two of them during my stay. Service and food quality was good.For my room, it's comfortable enough but I notice that there was a layer of dust on my bedside lamp. For a…",Mobile47847575902,October 2018,3.0
5 stars but things you should know,We had a brilliant stay at the hotel and in Vegas . However there are somethings to be aware of and consider before booking the mgm .. The hotel / casino is huge it takes awhile to go from A to B .. If you don't like walking or have mobility issues book somewhere else .. We…,Brian K,October 2018,5.0
Would not stay here again,This is hotel is not handicap friendly. It seems you have to walk forever just from the parking garage to your room. The room is nothing special very outdated. And expect to stand in long lines trying to check in and out.,Adventure02742969516,October 2018,1.0
MGM is GRAND INDEED!,"Melinda, the Casino host, is the BEST! The shows are excellent! The Buffet, CraftSteak and Fiamma are incredible. I love the MLife rewards program. There are so many properties that also use MLife rewards. I highly recommend you stay at MGM Grand",Meander54848581890,October 2018,5.0
50th Wedding Anniversary Celebration,The entire staff congratulated us on celebrating 50 years of marriage. This set the stage for us having a most enjoyable vacation and anniversary celebration while we were in Las Vegas. This also was present in every aspect of our stay at MGM Grand.,Go33909366947,October 2018,5.0
hotel is average,"Average rooms, old carpet, old couches in the rooms. I chose one of their best rooms and still it was not upto expectations. rooms were not that great. Other properties around has better rooms and better view.",Piyush B,October 2018,3.0
Upgrade to stay well,"The extra dollars are worth the check in alone. I arrived 3 hrs before normal check in, walked past 200 people in regular lines into a quiet waiting room, 2nd in line, in my room 15 min later. The room was quiet. Tempurpedic type bed takes getting used to. . I only knock…",66Sid,October 2018,5.0
"Great stay, but way too big.","Check in line was long, but moved very quickly, staff there were friendly and accommodating. All staff were friendly and courteous when met in the hallways. Our room was in the Grand Tower and was spacious and clean and cleaned in a timely manner. Although they asked if you…",40years1970,October 2018,4.0
쾌적했던 스테이웰 객실,"체크인시 친절한 응대부터 기분이 좋았고, 객실은 기대 이상이었습니다. 스테이 웰 객실은 1층 스테이웰 라운지에서 물과 과일이 무료였던것도 좋았고 공기정청기와 아로마테라피의 효과덕분인지 습하지않고 공기가 쾌적했습니다. 욕실도 넓고 비타민 샤워 필터덕분인지 샤워 후 느낌도 좋았고 healing pool 욕실어매니티도 아주 맘에 들었습니다. 매트리스도 스테이웰 전용 매트리스였던 것 같은데 아주 편안했습니다. 전반적으로 아주 만족스러웠던 3박 스테이였습니다.",bluemurder,October 2018,4.0
A great pleasant solo trip,"My stay was fantastic. From checking in on the app early, skipping the front desk and heading straight to the room, my experience was amazing. This was a solo personal trip and had a blast. The only drawback is the state of the room I was in, needed some maintenance done, but I…",Cruiser30183850080,October 2018,4.0
I love the MGM Grand,My favorite destination in Las Vegas with family or not. Plenty of family friendly intertainment and great slots. i recommend it to all of my friends and family. Something for everyone. Pamper yourself in the spa enjoy the Lazy River see a show and enjoy great dinning…,Escape650567,October 2018,5.0
Great Place,"Stay was awesome especially the pool and lazy river. Definitely would take the family next time. Restaurants were good, location excellent. Went to Phil Collins at the MGM Grande Garden Arena venue and staff were amazing. Will stay here again",355dean,October 2018,4.0
Small bathroom in the bedroom,My daughter and I stayed at MGM we were surprised that the bathroom was in the bedroom. The shower and toilet were behind closed door open at the top. The sink was in the bedroom. When you flushed the toilet it was loud because of the open bathroom. We had no where to put our…,Tonda3546,October 2018,4.0
Vacation 2018,"The hotel is nice and offers a variety of places to eat. We ate at the sports bar (during world series), the pub and the Italian restaurant.The service was good in all places. The pool was nice,drinks at the pool were pricey. This is the third time I stayed at the MGM.",Susan P,October 2018,5.0
The worst ever,Really unorganized hotel with poor management and very unfriendly staff. Dirty and smelly rooms and never clean the rooms properly- At least never happened during my stay. Do NOT waist your money and time.,Amirhossein G,October 2018,1.0
"Amazing,monsterously big.","First visit to Vegas,certainly won’t be my Last,MGM provided the setting for probably the best in land trip I have ever had,if I was to sum up my experience in one word on this hotel,I would say ;energy; I absolutely loved it,the madness,the vastness,the people,the…",Nigel2010,October 2018,5.0
"Like staying at Motel 6 with a bar and McDonald’s outside my window, small bathroom, torn carpet and tile falling off.","Rooms were very expensive for the type room, torn carpet, tiles falling off, show a pic of the room that was very well done pic because room does not come close. Normally go to Vegas to Gamble at other Hotels but with Phil collins decided to stay where he played, bad choice.…",Joe B,October 2018,1.0
Disappointed,"We go to Vegas fairly often and always stay someplace new. We had 2 Tweens with us so we looked for a place with a nice pool and lots of shops and restaurants and stuff to do. The MGM does have a decent pool, LOTS of shops and restaurants. When we were finally able to get to…",elzand25,October 2018,2.0
